song_name,artist,duration_seconds,voice_audio_path,instruments_audio_path,original_audio_path,lyrics_timestamp_path
Open Letter To A Landlord,Living Colour,331,splitted/Open Letter To A Landlord [CnFJzpN_odQ]_Vocals.wav,splitted/Open Letter To A Landlord [CnFJzpN_odQ]_Instruments.wav,originals/Open Letter To A Landlord [CnFJzpN_odQ].mp3,lyrics/Open_Letter_To_A_Landlord-Living_Colour.lrc
